Accident_Index,Date,Time,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Speed_limit,Junction_Detail,Urban_or_Rural_Area,Latitude,Longitude
A000274,29/07/2023,12:18,3,1,1,2,1,1,40,7,2,51.028453976896394,2.3816485448772595
A000275,05/09/2023,11:03,3,3,3,3,4,1,30,0,1,52.254056263472435,1.676437844765886
A000276,18/11/2023,12:13,3,5,0,3,6,1,50,1,2,50.548290655355224,0.39499088872107546
A000277,04/03/2023,18:53,3,5,1,2,3,4,20,6,1,52.91357644345968,1.9449146007103741
A000278,27/09/2023,17:16,3,3,1,1,6,5,30,2,2,51.940399353391,-0.5420419383020757
A000279,21/10/2023,18:45,3,5,0,5,2,7,30,6,2,52.22564593120234,-0.6792054284664218
A000280,22/06/2023,22:49,2,2,2,7,1,1,20,6,2,52.00656582453378,-1.8746475647906014
A000281,20/12/2023,20:49,3,1,2,7,7,6,30,0,2,52.48490743398722,-1.7205857730057181
A000282,23/04/2023,21:22,3,5,2,6,1,4,40,1,2,51.76196579288507,-0.7657095599221505
A000283,12/04/2023,07:17,1,1,3,7,4,1,70,0,2,51.96867658646778,-1.122790096489074
A000284,03/11/2023,15:11,3,5,1,6,7,4,70,5,2,51.71864422287317,-1.29262178614578
A000285,10/07/2023,15:58,3,4,0,6,5,4,30,1,2,52.29861370861472,-2.0263489634870777
A000286,03/08/2023,14:43,3,3,2,1,1,4,40,1,1,50.006116371458425,1.0853559053236386
A000287,27/03/2023,05:16,2,1,2,6,7,6,70,6,2,50.77946764498129,2.0794467362002247
A000288,29/04/2023,13:25,3,1,0,3,1,7,40,0,1,50.861461670602885,-1.4656808617178179
A000289,06/09/2023,13:05,3,5,1,6,6,5,30,3,2,51.4915544366353,-2.9056531092947875
A000290,08/09/2023,16:18,2,1,0,8,1,7,40,6,1,50.56024512574667,2.6844206318298576
A000291,26/04/2023,11:54,3,2,2,2,4,4,60,2,2,52.48242365507042,1.265785657040802
A000292,12/12/2023,09:56,3,3,2,4,3,4,30,9,2,51.15860660761999,1.1660144183430687
A000293,29/08/2023,15:51,3,5,1,9,2,4,30,2,2,52.90459713908154,-3.033134485263914
A000294,27/02/2023,05:23,3,4,3,6,5,1,30,3,2,50.92999015811819,-1.8554721900599505
A000295,04/10/2023,15:00,3,4,3,3,6,4,50,5,2,52.32378066651402,2.8967002364312733
A000296,12/08/2023,00:55,3,1,0,6,1,6,60,2,2,52.2077240065236,-2.38130290985786
A000297,20/11/2023,04:31,3,4,0,6,2,1,70,7,1,53.148126076546916,-2.8081922610095256
A000298,20/09/2023,03:19,3,5,1,3,4,7,70,7,1,52.3338380966897,-2.3401186457216645
A000299,25/09/2023,05:19,2,2,0,1,7,4,30,3,2,52.688259211906626,1.0728645066642124
A000300,26/06/2023,23:50,3,5,1,6,5,1,30,7,2,53.39879708556804,-1.9855123755123871
A000301,31/05/2023,05:29,3,4,3,8,7,6,50,7,1,50.7689177743885,-3.0610811427958056
A000302,14/03/2023,15:55,3,2,0,1,3,7,40,3,2,53.480053860767974,1.6476619915532829
A000303,03/01/2023,16:59,3,5,3,7,5,7,40,3,1,53.27592673255043,1.366925173689634
A000304,09/11/2023,06:14,3,5,2,9,5,4,60,0,2,51.185924628099244,-1.0096190869144115
A000305,10/12/2023,20:38,3,3,3,4,4,5,60,8,2,53.403782116152605,2.0106236756526026
A000306,14/09/2023,03:18,2,4,2,4,4,7,20,7,2,50.524770852770075,0.8621194494718157
A000307,16/02/2023,05:43,3,5,3,7,2,6,70,5,1,49.871547155475746,1.555323806589397
A000308,20/12/2023,22:35,3,5,2,4,7,5,60,3,1,50.042611915286415,-2.3109050404787115
A000309,17/09/2023,09:39,3,5,2,1,1,4,50,5,2,52.62929332717449,0.9161410914143039
A000310,06/11/2023,19:54,3,4,0,9,4,1,40,5,2,50.394287315582055,-1.153649777015718
A000311,05/05/2023,05:17,3,2,0,6,1,6,60,5,2,50.82398296825199,-1.3314423245955733
A000312,22/08/2023,06:54,2,5,2,2,7,1,40,7,2,49.92177745924269,1.515427105407538
A000313,28/12/2023,12:56,3,5,2,2,7,7,30,2,1,51.84818915683417,-0.23894730799936728
A000314,25/03/2023,11:51,3,4,1,5,4,5,30,9,2,52.39063940848173,2.2562860924439643
A000315,27/06/2023,23:14,3,3,3,7,2,5,70,8,2,52.59585916292765,1.2215075896264493
A000316,17/03/2023,13:19,3,2,2,3,2,7,30,2,1,53.10079537368427,0.9794495349036657
A000317,20/01/2023,19:43,2,2,3,4,2,6,20,8,2,51.884114377199666,2.089632312088422
A000318,01/03/2023,15:16,3,4,2,3,2,6,50,6,2,52.08605921011606,-2.7470284368690288
A000319,28/08/2023,10:45,3,5,3,1,4,6,30,7,1,51.87919268447114,-1.6606789529630341
A000320,15/10/2023,11:42,3,1,3,7,6,1,50,8,1,52.158378607542446,2.3030218096452537
A000321,12/11/2023,20:15,3,2,2,6,7,7,70,8,2,49.51115228688648,-1.573148356071568
A000322,15/09/2023,11:39,3,1,0,6,5,5,50,3,1,53.01374444569651,-1.4072078757261166
A000323,04/01/2023,11:29,3,4,0,8,3,6,70,1,1,53.35273166601489,2.5860187905063
A000324,20/10/2023,23:55,3,1,0,5,2,1,50,0,2,51.72447528699915,1.052779555463958
A000325,25/08/2023,23:54,3,3,1,7,4,5,30,3,1,50.28399691352516,-0.3391817985167952
A000326,09/09/2023,18:59,3,5,1,8,6,5,30,9,1,49.61154039684513,1.262254981094857
A000327,01/04/2023,08:39,3,1,2,4,6,7,30,2,1,53.306327794759596,0.23873936302867146
A000328,24/04/2023,17:55,3,4,1,7,3,6,70,6,1,50.163014383171,-2.33062574170125
A000329,29/08/2023,08:33,3,3,2,1,6,5,60,9,2,52.35438070665881,2.795072750060602
A000330,28/11/2023,04:31,2,3,2,9,6,4,40,6,2,50.865388197086986,1.3385921513026333
A000331,09/12/2023,16:38,3,5,0,3,4,5,50,6,2,51.75140820072136,1.9722080455860964
A000332,26/08/2023,01:21,3,2,0,3,7,4,60,8,1,53.1561380147347,1.1313012276931587
A000333,24/01/2023,16:42,1,4,0,4,3,5,50,9,2,53.36329033260188,-1.3066923131647867
A000334,06/10/2023,07:42,3,5,2,8,2,4,50,9,1,52.59234681251962,-2.203569375042525
A000335,13/04/2023,09:44,3,1,2,3,4,4,60,0,2,52.384725125859475,-2.7595526379268542
A000336,28/09/2023,02:18,3,2,0,2,2,7,40,9,2,51.48075826114012,0.1316176762899409
A000337,17/07/2023,07:11,3,5,2,1,3,1,70,6,1,49.64833866330065,-0.23166136899395565
A000338,08/10/2023,18:40,3,5,0,5,2,4,70,9,1,50.81621071736986,1.849970905123707
A000339,13/12/2023,03:36,3,5,3,3,3,1,50,0,1,49.79366083375163,-0.6144451547592603
A000340,04/05/2023,19:35,3,4,3,8,2,1,50,6,1,52.47000669777973,2.79961203870135
A000341,20/06/2023,17:50,3,1,1,8,7,4,60,0,2,52.16532282193696,0.8122066391763397
A000342,01/08/2023,17:10,3,3,0,2,7,4,40,5,1,52.465582648822775,1.6219518814680858
A000343,12/12/2023,01:03,3,1,2,8,4,1,30,1,2,50.55240193634309,1.4020327921040097
A000344,19/02/2023,00:02,3,5,2,1,1,1,70,9,1,50.80287162459002,1.2238374275712238
A000345,21/09/2023,23:13,2,1,2,1,6,6,20,6,2,53.283507195394,-0.740595009200485
A000346,15/10/2023,23:54,2,1,2,7,4,1,50,8,1,51.478882083837746,-0.1537835453750728
A000347,05/10/2023,05:47,3,3,2,1,6,1,50,3,2,50.10384706096965,1.2167520858591288
A000348,28/04/2023,11:47,3,1,0,5,7,1,60,2,2,53.44905786435399,1.997039350848406
A000349,19/05/2023,23:59,3,2,3,7,1,1,30,5,1,50.932013581670795,-0.26503711246043327
A000350,27/08/2023,09:10,3,5,2,1,1,4,30,7,2,51.6742195621221,-2.8756711397670682
A000351,21/11/2023,17:41,1,5,0,5,6,1,20,9,1,49.97436087009853,1.4383757351311819
A000352,09/07/2023,17:45,2,5,3,3,2,1,20,3,1,50.41512560251118,1.5679278966555095
A000353,22/03/2023,18:45,2,4,1,1,4,5,50,7,2,53.13380525462764,-2.146488826724637
A000354,14/08/2023,13:25,2,1,2,6,2,1,70,2,1,51.140249013952946,2.4827692746315893
A000355,20/06/2023,00:20,3,1,2,6,4,4,50,9,2,52.99702813944717,2.347062452969691
A000356,18/06/2023,18:09,2,2,1,5,2,1,20,8,2,51.60357820580262,-2.119624833505439
A000357,05/10/2023,16:47,2,5,3,9,3,6,40,8,1,52.92701604580083,0.38881901693060483
A000358,27/09/2023,16:47,3,2,3,5,4,5,40,1,2,50.75742420919904,1.407038759783784
A000359,01/01/2023,04:54,3,3,0,2,7,4,60,0,1,49.78215212991338,-1.005213485123376
A000360,19/09/2023,00:59,3,4,3,3,1,1,70,0,2,52.72965224737817,-2.4725411795057757
A000361,18/08/2023,10:24,3,1,3,9,3,5,40,9,2,52.5993956394666,-0.7770740861608946
A000362,28/12/2023,16:07,1,4,3,2,7,7,50,5,2,52.29623614424344,-1.729322298737834
A000363,06/03/2023,11:49,3,2,3,7,7,7,30,8,1,53.401266922964474,0.2017823522395151
A000364,01/07/2023,19:05,2,2,2,7,1,4,40,1,1,53.00307071043354,-1.0152626782110792
A000365,24/06/2023,19:07,2,5,1,8,4,5,30,1,1,50.981000883285745,2.463852981285848
A000366,09/06/2023,15:03,2,5,2,9,2,6,60,9,2,51.330685942011755,-1.0138456328755168
A000367,18/08/2023,07:55,3,4,0,4,5,6,20,8,2,50.13748808753782,1.1366863277270896
A000368,13/05/2023,22:10,3,5,1,9,4,1,20,5,2,50.946930206882236,1.091050467074671
A000369,13/11/2023,21:33,3,3,1,9,7,6,20,2,1,52.923645155698715,-1.9576055946149686
A000370,01/03/2023,01:40,3,5,3,9,3,7,60,2,2,50.53312599788467,-1.042782425613487
A000371,09/07/2023,21:53,2,1,1,1,1,5,20,0,2,50.71006014874006,0.196736848991328
A000372,09/07/2023,20:17,3,2,0,1,6,5,30,1,1,51.51826099402031,-0.5163297421200385
A000373,17/10/2023,05:14,3,3,0,2,6,7,40,6,2,51.6922454092495,0.35575512647724195
A000374,27/10/2023,16:35,3,3,1,6,3,1,70,0,2,49.89708627062526,-1.1082720568346287
A000375,04/01/2023,16:56,3,3,2,5,4,1,20,3,2,50.26244587483165,1.2008217788224624
A000376,26/03/2023,15:27,3,5,2,1,2,1,70,9,1,52.53326340361563,-2.0430922812371204
A000377,19/11/2023,00:15,3,4,1,7,7,1,50,8,2,50.51304359550627,-0.38763889003137064
A000378,05/01/2023,07:40,3,5,0,5,4,6,70,5,1,50.12240674668236,2.684189355406564
A000379,12/09/2023,17:18,3,3,1,7,2,6,50,6,2,51.351476147436635,-2.737713359277031
A000380,17/04/2023,11:33,3,5,1,2,1,7,50,0,2,50.149019789939224,0.2369972602646225
A000381,17/08/2023,05:14,3,4,0,3,1,5,40,3,2,50.004277759252545,0.15009593995650902
A000382,10/08/2023,02:12,3,1,2,6,6,7,20,2,2,49.68573552137371,-2.2818914942273913
A000383,23/12/2023,02:29,1,4,2,1,1,7,20,1,1,49.57174692849546,1.6018571929842929
A000384,21/05/2023,02:49,3,4,2,6,5,1,60,1,2,51.71727911126476,-3.0990127765271365
A000385,14/11/2023,13:17,3,5,3,2,6,5,20,6,2,51.8400993133626,-0.4571901218079456
A000386,14/09/2023,10:14,3,5,3,2,5,6,60,9,1,51.69691785379655,-3.063642448294227
A000387,09/03/2023,14:34,2,2,0,9,7,7,40,1,1,51.44754891917718,-1.698652879949336
A000388,17/03/2023,19:25,3,5,1,1,5,7,30,5,2,50.821339573230674,0.3257953556581482
A000389,11/09/2023,16:59,1,5,3,5,7,7,70,6,1,49.68196764101738,0.9388028717538811
A000390,21/10/2023,13:04,3,5,3,6,6,7,40,3,2,50.42601372631958,2.8410580679557778
A000391,07/07/2023,16:24,3,3,0,6,3,6,30,0,1,50.43003203713455,-1.17464088027277
A000392,25/07/2023,20:10,3,1,2,8,3,6,30,7,1,51.54058564313404,1.2924451647013107
A000393,03/02/2023,00:49,3,3,1,6,1,1,30,9,1,49.92629261364804,-0.9156907345453188
A000394,21/03/2023,05:17,2,4,3,4,7,6,20,0,2,52.07289322332592,1.8542385770161673
A000395,23/10/2023,22:21,3,5,1,3,6,1,20,3,2,50.07205018206065,-0.10517577535145498
A000396,17/11/2023,08:30,3,4,3,9,3,6,60,0,2,50.74328063535486,-2.0409483496698866
A000397,27/08/2023,16:34,3,3,2,1,2,7,70,8,2,51.26072985798475,-2.5399889986204744
A000398,02/11/2023,14:16,3,5,1,2,5,1,30,6,2,51.134034335332316,1.3317159464868733
A000399,20/04/2023,06:27,3,1,3,3,7,7,20,0,2,52.74348311824902,0.5559354992973363
A000400,25/03/2023,01:19,3,2,2,1,2,5,40,1,1,53.190770219252556,-0.2287368344123152
A000401,23/03/2023,22:41,3,4,0,5,1,4,30,0,1,50.230209037865244,1.5654526902599533
A000402,22/12/2023,08:53,3,2,1,6,3,5,50,8,1,51.885151879619414,1.3608770535963974
A000403,14/01/2023,17:29,3,4,1,4,6,6,50,8,2,51.04405917914724,-0.5658079254700262
A000404,15/03/2023,14:36,3,2,3,6,3,6,70,5,2,52.941325659550444,-0.6263419616756342
A000405,26/02/2023,07:45,2,3,0,1,1,1,50,2,2,50.98541803604897,2.39439705458364
A000406,22/07/2023,01:10,3,4,1,5,6,6,70,3,2,51.086654336336956,-1.0164836589240838
A000407,23/08/2023,16:51,2,3,2,2,3,6,60,5,2,50.90341030231758,0.4516233524123697
A000408,23/08/2023,19:54,2,4,0,8,2,7,60,9,2,52.02380489082177,1.6316472136645372
A000409,18/12/2023,07:09,3,4,1,5,7,4,50,0,2,50.503494361220746,-0.9377756038882356
A000410,11/02/2023,16:40,3,2,0,8,1,5,20,0,1,50.010960743077284,1.3603765359694147
A000411,13/04/2023,22:09,2,2,2,7,1,5,70,6,2,51.917782748761574,0.5297644236516451
A000412,08/10/2023,09:10,3,2,3,8,5,6,70,9,1,50.05110534771397,-0.5296849299608767
A000413,17/07/2023,11:30,3,4,2,1,1,5,50,3,1,53.465870395952116,0.02646227663803788
A000414,07/05/2023,08:40,3,3,1,2,4,4,50,6,2,50.7818475341847,0.30232929355043103
A000415,18/10/2023,00:46,2,4,3,7,1,5,50,2,2,49.8438297399174,0.10728337235575722
A000416,14/06/2023,17:16,2,1,2,5,5,7,20,8,2,49.722051949875286,0.9215430286066338
A000417,13/08/2023,04:36,3,1,1,7,6,5,60,8,1,50.27917665920591,-2.857693750789349
A000418,30/06/2023,15:45,3,3,3,1,4,4,20,6,2,51.905803615824375,-1.9356902800658315
A000419,06/11/2023,20:18,3,1,0,6,6,6,40,2,1,50.35072418175311,1.9804405709499426
A000420,03/11/2023,14:51,3,1,1,9,6,5,60,3,1,51.371426734497255,1.3174075076730971
A000421,08/10/2023,05:30,3,5,1,4,5,7,40,8,2,52.355862216216664,-0.35897670724889463
A000422,07/05/2023,21:10,3,5,3,2,4,5,60,1,1,52.78837929553467,0.892833698159139
A000423,23/05/2023,17:44,2,5,3,6,1,7,70,0,2,53.2852623243783,1.6261264476694683
A000424,29/01/2023,05:39,3,1,2,6,6,5,60,9,2,49.58356703892127,1.4631709824472678
A000425,02/07/2023,06:57,3,3,0,7,7,1,50,5,2,52.720652716714184,-0.39366989557881105
A000426,01/06/2023,09:32,3,4,3,2,7,5,30,8,1,49.5500097467521,-1.648111386109195
A000427,03/05/2023,11:56,3,2,2,6,1,7,40,8,1,52.035274161816105,-0.5637852958161823
A000428,18/02/2023,22:09,3,4,0,4,7,5,30,9,2,52.92374809872557,0.7204503225356605
A000429,02/01/2023,18:07,3,4,3,5,4,7,20,9,1,50.25921125563522,2.1262771468385817
A000430,23/09/2023,00:41,2,3,3,3,7,6,70,3,2,51.63345572949466,-3.0756696402494326
A000431,28/05/2023,12:33,3,3,3,7,2,6,40,6,1,51.575792582009605,0.6950122445548504
A000432,01/08/2023,18:35,3,2,1,8,4,6,60,6,1,52.805642545311535,2.4669483208073166
A000433,14/02/2023,22:34,2,4,0,4,2,7,70,8,2,50.088398562179854,1.750786812658085
A000434,10/01/2023,11:08,3,4,0,6,7,5,30,6,2,53.226360484760264,-0.015400727520653051
A000435,24/01/2023,12:17,3,4,1,1,4,6,30,9,2,50.51205463459322,2.5701812841415914
A000436,21/04/2023,15:00,3,5,0,8,4,4,70,5,2,49.62418367950799,1.3947555447041817
A000437,09/10/2023,02:25,2,1,0,3,2,5,60,9,1,52.96398877572564,0.5781372636899725
A000438,18/02/2023,07:05,3,5,3,8,4,6,40,5,2,51.32790989543151,-1.8950092183317215
A000439,19/07/2023,10:50,3,3,2,2,4,6,60,5,2,50.56908565550737,-1.458718342064459
A000440,23/04/2023,05:54,1,3,2,3,6,7,60,0,2,51.47807154202284,-1.3564647810028156
A000441,03/10/2023,10:33,3,2,2,7,1,1,20,3,1,53.08705815001411,-1.2342356950634235
A000442,21/01/2023,02:16,3,3,2,9,1,4,70,7,1,53.11398053119986,-2.0375331526046145
A000443,18/03/2023,08:38,3,2,3,7,6,5,70,0,2,52.75649474035371,1.8624769528947271
A000444,12/05/2023,06:22,3,4,2,7,5,6,30,1,2,49.741552266448565,-1.3291764209393653
A000445,19/11/2023,17:54,3,3,0,9,6,1,20,2,2,51.595316383907964,1.8795426030667408
A000446,30/11/2023,18:08,3,4,3,1,5,5,40,6,1,49.750951586730714,-0.551828502208853
A000447,04/11/2023,10:15,3,1,1,7,6,1,40,8,1,53.02728189098139,-2.1462421570259758
A000448,01/01/2023,14:44,3,5,0,6,2,5,60,3,1,52.577353234478956,-1.1333837836062717
A000449,22/07/2023,03:52,3,2,2,8,6,4,70,8,1,52.8002537178257,-1.238286208067787
A000450,20/06/2023,21:52,2,5,0,1,4,5,20,1,2,49.76955255866616,-1.5229120768555595
A000451,06/09/2023,23:59,3,4,1,5,1,1,60,7,2,53.09157131217422,0.6995191277432934
A000452,02/02/2023,09:35,2,3,3,4,5,1,50,3,1,51.08336040046336,-0.8003898335996852
A000453,22/11/2023,11:09,3,5,1,4,2,6,40,8,1,52.9338193051053,-0.2572809055701043
A000454,16/09/2023,18:32,3,2,1,2,2,7,60,7,1,52.23144809999854,2.8186858489350883
A000455,20/08/2023,14:27,3,5,2,3,3,7,20,5,1,50.48166401220429,-2.2289677023128545
A000456,02/09/2023,19:41,3,2,3,9,3,7,20,6,2,50.37971158102415,2.8795261432015864
A000457,07/05/2023,14:42,3,5,0,7,6,5,70,2,2,51.21392864399469,1.7025105593629735
A000458,29/12/2023,23:44,2,3,2,2,2,5,60,9,1,50.37711218533739,-1.5892874483752217
A000459,02/01/2023,13:44,3,2,0,7,3,7,40,9,1,51.92101250946639,1.2683118078056448
A000460,24/04/2023,02:08,3,2,2,5,5,6,30,3,2,52.68023483552855,1.0895654065447054
A000461,01/06/2023,06:52,3,1,0,5,5,5,40,5,1,51.83223651842673,-2.3494723379438347
A000462,25/05/2023,02:11,3,1,3,1,3,7,30,2,1,51.53170330959612,1.7498783513730225
A000463,23/08/2023,09:04,3,1,0,8,7,1,60,2,1,53.36363907256745,-0.5609364233643118
A000464,16/03/2023,20:19,2,1,2,5,5,1,60,2,2,51.322487375181524,-0.22912555026134687
A000465,10/05/2023,16:40,2,2,1,9,1,7,40,0,2,53.1044021015674,0.2028148321939943
A000466,03/09/2023,12:22,1,2,3,9,3,4,20,0,1,51.90078371872451,-0.06534997277799928
A000467,15/06/2023,03:35,2,5,2,3,1,6,60,2,1,50.11493335302639,1.8210506548306138
A000468,04/12/2023,10:57,3,1,2,2,5,6,60,8,2,50.98312669574887,2.8791330429373647
A000469,26/05/2023,19:52,3,3,0,8,4,6,60,2,2,53.07534008491689,2.2009676610903646
A000470,27/12/2023,04:38,3,1,1,6,5,6,20,9,2,52.81363025419054,0.1952931510452732
A000471,02/08/2023,02:27,2,4,0,3,2,1,40,9,1,50.037953412317975,0.8366474905732298
A000472,16/06/2023,08:21,3,3,1,3,3,7,30,8,1,50.92775664091896,1.650379642408193
A000473,30/08/2023,08:14,3,4,1,7,1,4,30,2,2,50.58283695849208,-2.5326429943595206
A000474,31/01/2023,01:18,2,1,2,4,3,1,30,3,1,52.22164199992072,0.9169311735966726
A000475,06/11/2023,23:05,2,4,2,9,1,5,50,6,1,49.95610315191855,-0.02992046011313479
A000476,23/03/2023,05:24,3,2,2,7,4,4,60,7,2,52.43181429001444,1.2742584685853937
A000477,05/05/2023,00:49,3,1,1,5,1,4,50,6,2,49.696292174672365,-1.5963087376503784
A000478,24/08/2023,21:41,3,4,1,4,3,5,60,1,2,52.0088056770011,-0.549971937333423
A000479,21/02/2023,00:18,3,2,1,3,3,6,50,1,1,51.9462571791861,0.5718089212752978
A000480,11/07/2023,17:37,3,1,3,7,7,1,40,0,1,52.467879448837365,2.4623179160855506
A000481,07/08/2023,18:07,3,4,2,7,4,1,30,1,2,53.3024672860342,-1.8946281482180993
A000482,16/04/2023,23:29,2,2,1,4,3,7,20,6,2,51.38502271599971,0.30311832050518117
A000483,26/02/2023,12:00,2,1,2,9,6,4,60,5,2,52.62140528359496,1.700949697241931
A000484,30/07/2023,22:55,3,4,0,4,4,6,40,0,1,52.9671705251732,-0.6364526849211759
A000485,24/12/2023,08:47,1,5,3,4,6,6,60,1,2,51.376222198237016,-2.4570029206829584
A000486,25/04/2023,06:32,3,4,0,3,2,7,30,5,2,50.50564855826652,2.251238605390521
A000487,02/09/2023,15:06,3,4,1,9,6,7,70,2,2,53.1865494482587,-2.3612877823687435
A000488,17/05/2023,06:50,2,3,1,7,1,6,60,6,2,50.004531788918534,-2.6870427933864067
A000489,03/08/2023,17:47,3,1,2,6,5,1,50,3,2,51.432106713412665,0.4519614479537287
A000490,05/12/2023,08:12,3,5,1,8,2,6,30,0,2,51.29205783529113,-1.4796671970659976
A000491,02/09/2023,13:09,1,2,1,4,6,4,60,8,1,50.28725205620894,-1.7175339634332323
A000492,08/07/2023,01:15,3,5,0,2,6,4,20,9,2,52.16240118481249,2.1503119273849447
A000493,21/11/2023,00:56,2,3,2,1,4,5,70,9,1,51.612123512676234,-2.26486242511189
A000494,30/10/2023,23:42,3,5,3,7,4,5,70,8,2,51.14302995824807,-1.6051682280607014
A000495,12/07/2023,17:14,3,3,3,7,5,7,40,5,2,52.1280328270772,-0.3996932611699656
A000496,27/06/2023,14:47,3,2,1,9,1,7,40,7,2,53.37298192974097,2.2189747214359907
A000497,28/07/2023,05:39,3,3,1,6,7,7,50,9,1,52.43447089818779,-1.9382925999565928
A000498,18/02/2023,07:43,3,3,2,9,7,5,50,0,2,49.54288642409884,-1.2433944436648707
A000499,15/07/2023,07:26,3,2,1,1,7,5,50,6,2,52.6384106411056,-0.7940618498700477
A000500,26/10/2023,11:34,3,4,0,5,4,6,30,8,1,52.34178900109819,0.8955632128825287
A000501,19/11/2023,21:24,3,3,3,2,1,5,30,3,2,53.136271130524456,-1.4485437782875759
A000502,22/02/2023,16:17,3,5,1,8,3,1,40,9,2,53.29277142330781,-2.853956756923152
A000503,27/12/2023,13:56,3,1,1,9,6,1,40,7,1,51.218363685249,0.16178564515822388
A000504,24/10/2023,07:46,1,1,2,1,7,5,70,7,2,50.771479580532194,-3.0956063011797053
A000505,02/11/2023,03:00,2,5,1,6,5,5,70,1,1,50.5831137820136,-0.6432982732359788
A000506,29/11/2023,13:31,3,1,2,8,2,1,60,5,1,50.764539299798685,1.0446236219068061
A000507,17/07/2023,22:07,3,2,2,3,4,6,70,5,1,52.752186315112816,-0.543840650806
A000508,15/01/2023,04:13,1,4,2,4,4,5,60,6,2,51.76584311835369,1.6401136255459314
A000509,19/07/2023,06:29,3,2,2,7,5,4,30,9,1,50.40766453187466,-0.8044644827608577
A000510,05/12/2023,16:27,3,1,1,9,2,1,50,0,1,50.73049672121467,-2.0705542154324554
A000511,18/09/2023,14:13,1,1,0,5,1,7,40,5,1,49.539507483001735,2.5502664985795076
A000512,16/04/2023,23:35,3,1,1,4,7,5,50,7,2,51.933618130833736,2.8470708122189934
A000513,12/01/2023,21:47,1,3,0,8,2,6,60,2,1,53.19695303933261,-0.8574473793677376
A000514,28/07/2023,20:14,2,4,3,9,1,7,20,1,2,52.727955330358675,2.236693341580057
A000515,01/06/2023,13:41,2,3,3,4,6,5,50,0,1,52.932985889775566,-3.0798407754513577
A000516,11/12/2023,08:56,3,5,2,3,1,1,70,1,2,50.295093723219104,-2.3348988980252683
A000517,30/12/2023,06:34,2,1,3,6,2,7,50,0,2,52.357957365340745,2.238245407790519
A000518,06/07/2023,20:20,3,3,1,5,7,1,40,2,1,52.971287964736206,-1.1523486582357574
A000519,12/08/2023,16:06,3,1,3,5,5,5,40,0,1,53.04376245362141,-1.431635654953108
A000520,22/08/2023,16:06,3,2,3,7,2,6,30,6,1,52.211592313030806,2.6276171070663286
A000521,08/08/2023,01:46,3,1,1,1,6,1,30,9,2,51.50013163837871,-1.3809638251961165
A000522,07/04/2023,14:32,3,5,3,6,6,1,30,9,2,53.211618439721484,0.798379676122524
A000523,04/02/2023,06:31,3,5,1,1,4,7,70,6,2,52.68004737350488,2.8940773927517074
A000524,18/05/2023,05:36,2,3,2,5,2,5,50,5,1,52.17478783240524,-0.7199632003369739
A000525,08/08/2023,17:39,3,1,3,8,4,5,30,2,1,52.54212815393628,-0.46201871177391174
A000526,02/05/2023,01:04,3,5,1,6,2,1,70,6,1,50.79229342877958,-2.048531607236075
A000527,05/07/2023,14:21,1,2,2,4,4,1,30,9,1,50.307184918985556,2.283368755461089
A000528,16/02/2023,18:51,3,3,1,3,4,6,70,6,2,50.42279418276839,-0.03283511858540447
A000529,07/02/2023,12:54,3,4,1,5,2,7,70,7,1,50.39019996654215,-0.8818150136012693
A000530,17/05/2023,05:30,3,3,2,3,6,5,50,9,1,51.408757800521414,2.4825428708669466
A000531,27/06/2023,15:52,3,2,3,1,1,6,50,9,1,49.60031732975967,-0.15320852859046089
A000532,24/10/2023,22:50,2,5,1,5,5,1,40,5,2,52.12995602993785,-2.4601728730284287
A000533,22/04/2023,14:26,3,5,2,3,2,4,50,3,2,50.58713330577651,2.55984739366284
A000534,25/07/2023,23:29,3,1,2,6,1,5,60,2,1,51.14883948349253,-1.289647487486618
A000535,04/01/2023,06:57,3,4,0,9,1,6,20,1,1,50.48271456707825,-3.0300111559752625
A000536,13/12/2023,14:39,3,4,0,9,7,5,20,6,2,50.46935055366882,-1.6334241683887754
A000537,06/07/2023,14:14,3,5,2,2,4,1,70,8,2,51.40804816041398,1.6903588441385984
A000538,14/07/2023,23:51,3,2,3,9,5,7,40,5,1,51.41576052380321,1.0082632201221835
A000539,08/12/2023,03:39,3,1,1,8,6,5,20,7,1,51.54833241265557,-1.9201262243660109
A000540,28/01/2023,06:42,3,2,3,9,5,6,40,1,1,49.520630355778444,-2.9741655726183764
A000541,17/03/2023,02:40,3,1,1,3,5,4,50,1,2,52.85845569789296,1.0431034518473914
A000542,01/06/2023,12:47,3,4,2,4,4,5,20,7,2,49.643921896954524,-2.5072930136385567
A000543,11/10/2023,16:47,3,4,1,6,6,6,20,0,2,49.54374465717596,-0.0527233710922225
A000544,15/11/2023,11:43,3,3,0,4,6,6,40,8,1,49.71735547993472,0.3974484810561659
A000545,29/05/2023,05:19,3,3,1,8,7,6,30,0,1,50.11602309003112,2.532181430303971
A000546,09/11/2023,10:51,3,3,1,9,5,7,30,1,2,52.45633107951925,-1.7819759947506184
A000547,08/01/2023,13:32,3,3,2,9,3,7,20,5,1,50.639288191552964,-1.8795438000259541
A000548,25/10/2023,18:02,3,3,3,1,2,5,30,8,2,51.81452268979228,1.1588239403738911
A000549,29/07/2023,14:35,1,3,3,7,6,5,60,8,2,51.376515987408155,-2.449771400759464
