Accident_Index,Vehicle_Reference,Vehicle_Type,Age_of_Vehicle,Engine_Capacity,Age_of_Driver,Sex_of_Driver
A000770,1,5,2017,2000,71,2
A000771,1,17,2008,1600,74,2
A000772,1,1,2023,2000,63,1
A000773,1,16,2019,1600,65,2
A000774,1,14,2006,2000,75,2
A000775,1,12,2013,2000,80,1
A000776,1,6,2012,1600,25,1
A000777,1,4,2016,1400,42,2
A000778,1,10,2007,2000,50,2
A000779,1,17,2015,1400,30,1
A000780,1,17,2004,1600,77,1
A000781,1,7,2020,2000,21,1
A000782,1,2,2012,1000,53,1
A000783,1,11,2017,1400,23,2
A000784,1,11,2022,1600,40,2
A000785,1,16,2019,1400,50,2
A000786,1,6,2022,2500,57,2
A000787,1,11,2009,2500,26,2
A000788,1,14,2013,2500,75,1
A000789,1,19,2023,2000,69,1
A000790,1,6,2004,1600,57,2
A000791,1,8,2015,1000,21,1
A000792,1,19,2021,2500,40,2
A000793,1,13,2016,1000,18,1
A000794,1,19,2022,1600,67,2
A000795,1,19,2013,2000,23,1
A000796,1,7,2020,2000,64,1
A000797,1,11,2006,1600,35,2
A000798,1,14,2021,1600,77,2
A000799,1,8,2017,1400,22,1
A000800,1,13,2013,1000,67,2
A000801,1,11,2009,1600,20,1
A000802,1,20,2005,2000,26,2
A000803,1,18,2017,1400,50,2
A000804,1,9,2013,1600,71,1
A000805,1,1,2023,1000,56,2
A000806,1,13,2013,2000,53,1
A000807,1,4,2023,2500,34,1
A000808,1,6,2004,2000,45,1
A000809,1,6,2012,2000,57,2
A000810,1,16,2016,2500,32,2
A000811,1,4,2017,1000,63,1
A000812,1,11,2015,2500,33,1
A000813,1,17,2015,1400,62,1
A000814,1,20,2012,1600,70,2
A000815,1,16,2007,1600,51,2
A000816,1,13,2004,2500,26,2
A000817,1,6,2014,1000,64,1
A000818,1,15,2013,2000,52,1
A000819,1,17,2007,1600,56,1
A000820,1,4,2018,1400,69,2
A000821,1,12,2012,1600,20,1
A000822,1,15,2009,1600,65,1
A000823,1,5,2006,1400,67,1
A000824,1,12,2007,1000,40,1
A000825,1,17,2012,2500,61,2
A000826,1,13,2023,1600,38,2
A000827,1,7,2009,1600,39,1
A000828,1,12,2011,2000,69,2
A000829,1,14,2023,2000,67,2
A000830,1,5,2015,1600,36,1
A000831,1,14,2005,1400,21,1
A000832,1,20,2014,1400,40,1
A000833,1,12,2018,1600,62,1
A000834,1,17,2005,1000,68,2
A000835,1,20,2008,1400,71,2
A000836,1,13,2005,2000,22,2
A000837,1,18,2019,1000,66,2
A000838,1,2,2023,1000,48,1
A000839,1,15,2021,1600,18,1
A000840,1,19,2017,1600,43,2
A000841,1,17,2010,2000,79,2
A000842,1,18,2012,2500,55,1
A000843,1,12,2020,1000,31,2
A000844,1,11,2022,1400,41,1
A000845,1,6,2020,1600,48,2
A000846,1,2,2015,1400,36,2
A000847,1,13,2014,1600,19,1
A000848,1,5,2013,1000,61,1
A000849,1,14,2017,1000,68,2
A000850,1,20,2021,2000,70,1
A000851,1,9,2005,1400,23,1
A000852,1,6,2005,1400,18,1
A000853,1,13,2022,2500,41,2
A000854,1,12,2010,1000,24,2
A000855,1,19,2015,1600,38,1
A000856,1,16,2007,1400,31,2
A000857,1,20,2004,1600,44,2
A000858,1,2,2013,1600,71,2
A000859,1,2,2021,1000,32,2
A000860,1,8,2008,1400,29,2
A000861,1,13,2014,2000,66,2
A000862,1,18,2019,1000,67,2
A000863,1,15,2006,1600,69,1
A000864,1,20,2014,1600,74,2
A000865,1,9,2023,2000,52,2
A000866,1,18,2017,2000,74,1
A000867,1,7,2004,2000,35,2
A000868,1,12,2022,1600,61,2
A000869,1,2,2019,2500,35,1
A000870,1,13,2022,2000,70,2
A000871,1,9,2010,2000,33,1
A000872,1,5,2005,1400,31,1
A000873,1,9,2023,1400,36,1
A000874,1,19,2014,1000,52,2
A000875,1,4,2022,1600,51,2
A000876,1,8,2013,1600,32,1
A000877,1,15,2006,1600,35,1
A000878,1,4,2010,2500,34,2
A000879,1,7,2021,1000,77,1
A000880,1,18,2011,1600,34,2
A000881,1,14,2023,2500,20,2
A000882,1,7,2009,1000,69,2
A000883,1,11,2022,1000,33,2
A000884,1,4,2016,1000,29,1
A000885,1,20,2015,2500,49,2
A000886,1,2,2010,1600,30,1
A000887,1,10,2017,1000,61,1
A000888,1,12,2008,2000,58,2
A000889,1,19,2006,1000,28,1
A000890,1,12,2005,1600,49,1
A000891,1,11,2008,2000,62,1
A000892,1,13,2012,1400,18,2
A000893,1,19,2018,1000,40,2
A000894,1,12,2011,2500,30,2
A000895,1,17,2016,1400,19,2
A000896,1,5,2019,1400,60,2
A000897,1,18,2004,1400,23,1
A000898,1,9,2008,2000,59,1
A000899,1,18,2006,2000,71,2
A000900,1,6,2006,1000,33,2
A000901,1,9,2020,1400,42,1
A000902,1,18,2009,2000,61,2
A000903,1,12,2009,1000,73,1
A000904,1,5,2012,1000,58,1
A000905,1,14,2011,1600,76,2
A000906,1,3,2020,2500,58,1
A000907,1,2,2020,1400,18,1
A000908,1,19,2007,2500,52,1
A000909,1,7,2020,1400,41,2
A000910,1,14,2017,1600,19,2
A000911,1,7,2022,2500,25,2
A000912,1,2,2021,1600,37,2
A000913,1,5,2006,2000,53,2
A000914,1,15,2017,1000,49,1
A000915,1,16,2009,2000,35,2
A000916,1,2,2007,1600,48,2
A000917,1,18,2008,2000,76,2
A000918,1,14,2018,1000,18,1
A000919,1,18,2011,2500,23,2
A000920,1,20,2017,2000,50,2
A000921,1,8,2018,1000,28,2
A000922,1,17,2009,2500,33,2
A000923,1,13,2021,2500,75,2
A000924,1,5,2021,2000,79,2
A000925,1,11,2006,2000,71,2
A000926,1,6,2023,1000,63,1
A000927,1,20,2006,2500,36,2
A000928,1,19,2007,1000,23,1
A000929,1,15,2018,1400,72,2
A000930,1,15,2023,2000,78,1
A000931,1,7,2013,2000,29,1
A000932,1,13,2007,2500,61,1
A000933,1,7,2007,2500,42,2
A000934,1,19,2009,2000,40,1
A000935,1,15,2018,1400,59,2
A000936,1,1,2013,1400,43,1
A000937,1,14,2020,1000,53,1
A000938,1,18,2018,1400,28,2
A000939,1,16,2015,1400,64,1
A000940,1,3,2007,1600,34,2
A000941,1,14,2018,1000,50,1
A000942,1,11,2009,1000,60,2
A000943,1,9,2010,2000,23,2
A000944,1,4,2007,1600,57,2
A000945,1,8,2019,1000,56,2
A000946,1,10,2021,1400,50,1
A000947,1,6,2015,2000,47,1
A000948,1,20,2022,1000,43,1
A000949,1,2,2023,2500,79,1
A000950,1,14,2023,1400,50,1
A000951,1,2,2020,1600,51,2
A000952,1,1,2022,1400,49,2
A000953,1,3,2019,2500,39,1
A000954,1,16,2004,1000,32,1
A000955,1,16,2008,1000,78,2
A000956,1,16,2016,1600,65,1
A000957,1,14,2014,2000,42,1
A000958,1,18,2004,2500,57,2
A000959,1,2,2020,1400,49,2
A000960,1,15,2006,1600,50,1
A000961,1,3,2020,1000,46,2
A000962,1,3,2022,1400,74,1
A000963,1,2,2012,1400,50,1
A000964,1,19,2011,2000,60,2
A000965,1,13,2008,1000,56,1
A000966,1,16,2013,1000,78,1
A000967,1,18,2013,1000,22,2
A000968,1,12,2019,1000,73,2
A000969,1,18,2015,1600,39,1
A000970,1,4,2020,1000,54,2
A000971,1,15,2011,2500,44,1
A000972,1,16,2018,2000,53,2
A000973,1,17,2012,1400,73,1
A000974,1,11,2018,2000,21,2
A000975,1,5,2012,1400,25,1
A000976,1,17,2011,1000,48,1
A000977,1,17,2007,2500,67,2
A000978,1,3,2020,2000,77,2
A000979,1,1,2015,2500,70,1
A000980,1,13,2005,2500,30,1
A000981,1,9,2008,2000,24,2
A000982,1,19,2004,2500,59,2
A000983,1,8,2018,2000,22,2
A000984,1,13,2020,2000,44,2
A000985,1,17,2004,2000,53,2
A000986,1,8,2023,2000,34,2
A000987,1,18,2012,1600,27,2
A000988,1,2,2013,2500,40,2
A000989,1,6,2011,1400,21,2
A000990,1,17,2012,1400,73,1
A000991,1,20,2018,2500,57,2
A000992,1,1,2009,2500,80,2
A000993,1,2,2023,1400,22,2
A000994,1,17,2020,1400,72,2
A000995,1,16,2017,2500,78,1
A000996,1,2,2018,2000,75,1
A000997,1,6,2008,2000,45,1
A000998,1,17,2011,1000,60,2
A000999,1,6,2021,1000,34,1
A001000,1,13,2018,2500,69,2
A001001,1,2,2020,1000,58,2
A001002,1,10,2017,2000,45,2
A001003,1,12,2020,1000,74,1
A001004,1,11,2013,2500,79,2
A001005,1,11,2013,1600,30,2
A001006,1,19,2020,1000,78,2
A001007,1,17,2004,2000,41,1
A001008,1,20,2014,2500,23,1
A001009,1,6,2017,2500,48,2
A001010,1,14,2021,2000,28,2
A001011,1,14,2007,1600,77,2
A001012,1,6,2004,1600,75,1
A001013,1,7,2019,1600,50,2
A001014,1,11,2011,1400,55,2
A001015,1,5,2013,1000,79,2
A001016,1,6,2010,2000,54,2
A001017,1,13,2021,2000,74,2
A001018,1,9,2006,2500,70,2
A001019,1,18,2007,2000,70,2
A001020,1,17,2009,1000,21,1
A001021,1,19,2004,2500,55,2
A001022,1,5,2023,2500,19,1
A001023,1,20,2020,2000,40,1
A001024,1,20,2023,1000,28,1
A001025,1,6,2021,1600,49,1
A001026,1,2,2013,1000,80,2
A001027,1,3,2020,1400,47,2
A001028,1,20,2008,2000,39,1
A001029,1,3,2021,1000,60,2
A001030,1,18,2015,2500,61,2
A001031,1,3,2023,2000,45,1
A001032,1,10,2014,2000,65,2
A001033,1,14,2016,1400,45,1
A001034,1,7,2019,1600,59,2
A001035,1,2,2008,1600,52,1
A001036,1,19,2015,1000,20,2
A001037,1,9,2009,1400,55,2
A001038,1,7,2008,1000,61,1
A001039,1,20,2008,2000,60,1
A001040,1,6,2015,1000,52,1
A001041,1,14,2011,2500,71,1
A001042,1,10,2015,1600,26,1
A001043,1,8,2005,1000,42,1
A001044,1,10,2015,2000,44,1
A001045,1,5,2009,1600,21,2
A001046,1,14,2008,1400,44,1
A001047,1,11,2023,1400,71,2
A001048,1,14,2014,1000,51,2
A001049,1,17,2011,1000,76,1
A001050,1,9,2012,1000,52,2
A001051,1,13,2022,1600,51,2
A001052,1,3,2009,1400,27,2
A001053,1,13,2018,2000,62,1
A001054,1,15,2019,2500,80,1
A001055,1,2,2017,1000,62,1
A001056,1,20,2010,1000,65,2
A001057,1,14,2022,2500,46,2
A001058,1,13,2012,2500,48,2
A001059,1,10,2014,1400,25,1
A001060,1,6,2015,1600,46,1
A001061,1,8,2021,2000,67,1
A001062,1,11,2022,2500,55,2
A001063,1,10,2020,1600,33,1
A001064,1,2,2014,2500,67,2
A001065,1,13,2021,1400,51,1
A001066,1,17,2011,2500,61,2
A001067,1,3,2013,1400,76,1
A001068,1,6,2004,2000,64,1
A001069,1,18,2012,1000,29,1
A001070,1,13,2004,1600,31,1
A001071,1,7,2011,1600,18,1
A001072,1,15,2021,2000,67,2
A001073,1,13,2006,1400,62,2
A001074,1,17,2021,1400,31,1
A001075,1,15,2006,2500,27,1
A001076,1,15,2021,1000,59,1
A001077,1,19,2017,2000,51,1
A001078,1,19,2016,1000,39,2
A001079,1,8,2012,2000,52,1
A001080,1,17,2006,1000,28,1
A001081,1,11,2022,2000,29,2
A001082,1,10,2014,1000,30,2
A001083,1,18,2014,2500,24,1
A001084,1,14,2005,2500,18,1
A001085,1,16,2012,2000,69,2
A001086,1,5,2017,1400,32,2
A001087,1,8,2016,2500,42,1
A001088,1,15,2015,1400,44,1
A001089,1,15,2016,2000,39,2
A001090,1,2,2022,1400,53,1
A001091,1,20,2010,2500,47,1
A001092,1,9,2007,1600,24,1
A001093,1,4,2011,1400,37,2
A001094,1,3,2012,2000,24,1
A001095,1,9,2020,2000,79,1
A001096,1,2,2005,1400,69,2
A001097,1,8,2013,1600,43,2
A001098,1,19,2015,2000,74,1
A001099,1,20,2008,2000,53,2
A001100,1,9,2005,1400,27,1
A001101,1,14,2010,2500,44,1
A001102,1,5,2019,1600,57,1
A001103,1,12,2021,1600,43,1
A001104,1,2,2010,2500,57,1
A001105,1,11,2009,1000,79,2
A001106,1,15,2012,1600,30,2
A001107,1,6,2012,1400,31,2
A001108,1,2,2019,1000,52,2
A001109,1,16,2020,1400,44,2
A001110,1,2,2022,1600,45,2
A001111,1,14,2019,1600,73,1
A001112,1,15,2021,1600,70,1
A001113,1,9,2012,2000,55,1
A001114,1,20,2014,1000,49,2
A001115,1,6,2017,1600,48,2
A001116,1,9,2012,1400,78,2
A001117,1,2,2005,2500,73,1
A001118,1,3,2010,2000,45,2
A001119,1,12,2016,1000,30,2
A001120,1,16,2019,2500,44,1
A001121,1,13,2013,1400,66,2
A001122,1,6,2010,2500,58,1
A001123,1,1,2014,2500,34,1
A001124,1,8,2011,1400,57,1
A001125,1,19,2008,1000,33,1
A001126,1,6,2015,2000,67,2
A001127,1,14,2017,1000,70,1
A001128,1,5,2016,1000,31,2
A001129,1,13,2011,2500,76,1
A001130,1,13,2015,1000,70,2
A001131,1,1,2015,2000,68,1
A001132,1,17,2019,1400,73,2
A001133,1,13,2015,1600,73,1
A001134,1,13,2016,2500,70,1
A001135,1,9,2005,1600,67,2
A001136,1,13,2012,1400,42,2
A001137,1,14,2005,2000,74,1
A001138,1,18,2019,2000,30,1
A001139,1,6,2010,2500,42,2
A001140,1,20,2017,1000,21,1
A001141,1,1,2008,1400,34,2
A001142,1,18,2007,1000,36,1
A001143,1,1,2018,1000,71,1
A001144,1,10,2022,2500,74,1
A001145,1,3,2015,2500,51,2
A001146,1,16,2018,2500,73,2
A001147,1,4,2011,2000,79,2
A001148,1,4,2018,2500,56,2
A001149,1,18,2011,2500,75,1
A001150,1,9,2005,2000,24,1
A001151,1,15,2018,1000,31,1
A001152,1,12,2009,1400,34,1
A001153,1,4,2022,2000,63,2
A001154,1,6,2006,1600,35,2
A001155,1,11,2013,1000,80,2
A001156,1,3,2022,2500,61,1
A001157,1,5,2012,1600,35,1
A001158,1,5,2020,1600,49,2
A001159,1,14,2009,2000,37,1
A001160,1,5,2016,1600,54,1
A001161,1,13,2013,1000,22,1
A001162,1,11,2015,1400,46,2
A001163,1,16,2018,2500,34,1
A001164,1,18,2010,1400,19,1
A001165,1,11,2015,1600,39,1
A001166,1,18,2011,1600,66,2
A001167,1,11,2016,1400,70,1
A001168,1,19,2010,2000,79,2
A001169,1,13,2017,1400,23,2
A001170,1,18,2021,2500,75,2
A001171,1,4,2014,2000,30,2
A001172,1,5,2010,1400,77,2
A001173,1,6,2015,1000,33,2
A001174,1,18,2006,1400,43,2
A001175,1,5,2016,1400,20,2
A001176,1,15,2013,1000,76,2
A001177,1,8,2007,2000,18,1
A001178,1,9,2016,2500,69,1
A001179,1,6,2016,1600,48,2
A001180,1,20,2017,1400,80,1
A001181,1,15,2007,2000,76,1
A001182,1,16,2011,2000,60,1
A001183,1,2,2020,1000,66,2
A001184,1,4,2021,2500,30,2
A001185,1,7,2007,2000,37,2
A001186,1,7,2005,1000,35,1
A001187,1,15,2004,2000,59,1
A001188,1,15,2007,1600,62,2
A001189,1,14,2013,2500,51,1
A001190,1,18,2017,1400,32,1
A001191,1,6,2013,1000,80,2
A001192,1,7,2015,2500,78,1
A001193,1,6,2013,1400,68,2
A001194,1,11,2019,1400,52,1
A001195,1,19,2018,2000,65,2
A001196,1,17,2004,1600,25,2
A001197,1,11,2005,1600,54,2
A001198,1,15,2005,1600,47,2
A001199,1,12,2009,1600,21,1
A001200,1,20,2007,2500,30,2
A001201,1,4,2023,2000,19,2
A001202,1,13,2011,1400,57,2
A001203,1,14,2009,2500,42,2
A001204,1,19,2018,2500,28,2
A001205,1,1,2022,2000,66,1
A001206,1,7,2012,2500,55,2
A001207,1,5,2023,1000,22,2
A001208,1,13,2019,2000,72,1
A001209,1,11,2008,1000,70,2
A001210,1,6,2019,1400,41,1
A001211,1,20,2021,2500,79,1
A001212,1,10,2020,2500,41,2
A001213,1,19,2019,1000,46,1
A001214,1,12,2016,2500,54,1
A001215,1,19,2017,1600,52,2
A001216,1,4,2016,1400,49,1
A001217,1,5,2012,1600,44,1
A001218,1,17,2016,1600,79,1
A001219,1,14,2012,2500,64,1
A001220,1,13,2020,1600,65,1
A001221,1,14,2018,1000,41,2
A001222,1,17,2014,1600,80,1
A001223,1,13,2018,2500,60,2
A001224,1,20,2010,2500,54,2
A001225,1,1,2004,2500,71,1
A001226,1,9,2005,1600,37,1
A001227,1,18,2015,1000,70,2
A001228,1,8,2023,2500,22,2
A001229,1,15,2007,1000,28,2
A001230,1,16,2015,1600,72,2
A001231,1,15,2017,1600,39,2
A001232,1,19,2005,2000,72,1
A001233,1,18,2011,1600,38,2
A001234,1,1,2014,1600,22,2
A001235,1,14,2013,2500,20,2
A001236,1,20,2018,2000,40,2
A001237,1,19,2021,1400,37,1
A001238,1,17,2013,1400,34,1
A001239,1,2,2020,2500,68,2
A001240,1,16,2011,1400,74,2
A001241,1,11,2005,1000,57,1
A001242,1,2,2007,1400,29,2
A001243,1,2,2010,2000,64,1
A001244,1,19,2005,1400,28,2
A001245,1,1,2017,2500,52,1
A001246,1,10,2008,1400,24,2
A001247,1,14,2020,1000,48,1
A001248,1,4,2008,1400,32,2
A001249,1,3,2008,1400,56,2
A001250,1,1,2004,1400,43,2
A001251,1,20,2019,2500,38,2
A001252,1,9,2007,1600,66,1
A001253,1,4,2019,2500,68,1
A001254,1,16,2021,1000,58,2
A001255,1,16,2009,2500,34,1
A001256,1,9,2009,1600,30,2
A001257,1,13,2013,1400,35,1
A001258,1,3,2006,2000,47,2
A001259,1,12,2023,1400,20,2
A001260,1,14,2004,1400,63,2
A001261,1,14,2018,1600,71,2
A001262,1,2,2021,2500,62,1
A001263,1,6,2022,1600,65,1
A001264,1,15,2008,1600,20,1
A001265,1,13,2012,2000,19,1
A001266,1,13,2007,2000,43,2
A001267,1,13,2013,2500,47,2
A001268,1,11,2014,1000,50,2
A001269,1,1,2020,1600,60,1
A001270,1,9,2014,2000,48,1
A001271,1,10,2019,1400,54,1
A001272,1,14,2006,2500,52,1
A001273,1,7,2019,2000,61,1
A001274,1,6,2010,2500,64,1
A001275,1,14,2017,1400,78,1
A001276,1,20,2010,2000,27,1
A001277,1,10,2006,1400,52,1
A001278,1,2,2007,1000,35,2
A001279,1,14,2004,1400,74,1
A001280,1,5,2021,1400,76,2
A001281,1,11,2022,2500,31,1
A001282,1,19,2004,1400,40,1
A001283,1,10,2022,1600,37,2
A001284,1,5,2009,2500,36,2
A001285,1,13,2020,1400,31,2
A001286,1,1,2015,1600,49,2
A001287,1,5,2023,1400,73,2
A001288,1,6,2016,1600,46,1
A001289,1,13,2018,2500,56,1
A001290,1,1,2007,1400,53,2
A001291,1,17,2019,1000,45,1
A001292,1,3,2006,1600,80,2
A001293,1,9,2016,2500,57,1
A001294,1,3,2008,2000,61,1
A001295,1,4,2011,2500,69,1
A001296,1,12,2011,1600,37,2
A001297,1,6,2014,2500,60,2
A001298,1,8,2017,2000,62,2
A001299,1,4,2014,2000,79,2
A001300,1,20,2009,2000,21,2
A001301,1,7,2012,2000,61,1
A001302,1,4,2006,2000,65,1
A001303,1,10,2010,2000,63,1
A001304,1,18,2020,2500,62,2
A001305,1,20,2011,1600,24,1
A001306,1,2,2015,1400,59,2
A001307,1,3,2021,1400,38,2
A001308,1,14,2020,1000,54,2
A001309,1,3,2016,1000,57,1
A001310,1,6,2013,1400,66,1
A001311,1,14,2017,2000,27,1
A001312,1,14,2015,1400,18,2
A001313,1,7,2023,2500,57,1
A001314,1,7,2017,1000,28,1
A001315,1,18,2017,2500,46,1
A001316,1,4,2020,1000,69,2
A001317,1,4,2010,1000,35,2
A001318,1,7,2008,1000,75,1
A001319,1,17,2021,1600,75,2
A001320,1,10,2022,2000,31,1
A001321,1,3,2009,1000,62,2
A001322,1,5,2005,2000,35,2
A001323,1,11,2021,2000,19,1
A001324,1,18,2006,2000,67,1
A001325,1,8,2019,2500,53,2
A001326,1,17,2023,1400,40,1
A001327,1,13,2023,1000,66,1
A001328,1,5,2021,1400,22,2
A001329,1,15,2013,1600,75,2
A001330,1,17,2022,2000,76,1
A001331,1,17,2005,1000,30,1
A001332,1,11,2007,1000,27,1
A001333,1,9,2020,2000,73,1
A001334,1,3,2023,1400,30,1
A001335,1,2,2017,1400,27,2
A001336,1,12,2017,1600,32,2
A001337,1,14,2006,1400,25,2
A001338,1,20,2020,1000,61,2
A001339,1,8,2020,2000,59,1
A001340,1,15,2012,2500,55,1
A001341,1,1,2014,2000,45,1
A001342,1,9,2015,2500,78,2
A001343,1,2,2005,1400,29,1
A001344,1,11,2014,1600,20,2
A001345,1,8,2004,2500,21,2
A001346,1,16,2023,1600,71,1
A001347,1,8,2008,1000,27,2
A001348,1,16,2016,1000,70,1
A001349,1,5,2021,1000,52,2
A001350,1,4,2016,2000,41,1
A001351,1,12,2008,1400,62,2
A001352,1,7,2023,1400,32,1
A001353,1,3,2009,1400,67,2
A001354,1,20,2009,1000,55,1
A001355,1,14,2018,1000,60,1
A001356,1,4,2007,1400,70,1
A001357,1,1,2012,1000,30,2
A001358,1,11,2023,1400,44,2
A001359,1,9,2007,2500,69,1
A001360,1,17,2014,2000,26,2
A001361,1,4,2013,1000,28,1
A001362,1,20,2014,1400,19,2
A001363,1,10,2017,1600,28,1
A001364,1,5,2005,1000,74,2
A001365,1,17,2016,2500,26,1
A001366,1,18,2005,1400,65,2
A001367,1,20,2021,1600,36,1
A001368,1,9,2010,2000,68,2
A001369,1,14,2008,2000,73,1
A001370,1,10,2010,1400,71,1
A001371,1,5,2004,2500,79,2
A001372,1,19,2013,1000,29,2
A001373,1,11,2005,2500,22,2
A001374,1,13,2010,1000,32,2
A001375,1,15,2008,2000,45,1
A001376,1,7,2013,1600,75,2
A001377,1,2,2005,2500,37,1
A001378,1,4,2010,1000,70,1
A001379,1,18,2010,2500,60,2
A001380,1,9,2018,2500,46,2
A001381,1,7,2019,1600,66,2
A001382,1,3,2017,1000,58,2
A001383,1,4,2007,1400,51,1
A001384,1,8,2020,1000,28,1
A001385,1,13,2008,1400,69,1
A001386,1,12,2009,1000,80,2
A001387,1,16,2016,2000,37,1
A001388,1,6,2013,2500,34,2
A001389,1,2,2009,2000,60,1
A001390,1,12,2009,1400,64,2
A001391,1,10,2007,1400,43,2
A001392,1,10,2021,2000,46,1
A001393,1,17,2018,2000,58,1
A001394,1,13,2023,2000,63,1
A001395,1,9,2016,1000,72,2
A001396,1,13,2022,1000,46,1
A001397,1,5,2007,1000,32,2
A001398,1,5,2012,2500,38,1
A001399,1,2,2013,1400,35,1
A001400,1,1,2020,1600,75,2
A001401,1,14,2009,1600,27,1
A001402,1,13,2021,2500,34,1
A001403,1,17,2011,1600,74,2
A001404,1,16,2006,1400,36,2
A001405,1,5,2011,1400,38,2
A001406,1,19,2022,1600,51,1
A001407,1,4,2012,1600,59,2
A001408,1,17,2010,1400,67,1
A001409,1,10,2014,1000,47,1
A001410,1,14,2005,2000,22,2
A001411,1,11,2012,2500,76,2
A001412,1,19,2010,1000,47,1
A001413,1,18,2013,1000,35,1
A001414,1,1,2019,1400,41,2
A001415,1,3,2016,1400,39,1
A001416,1,11,2018,1400,71,2
A001417,1,10,2005,1000,39,1
A001418,1,14,2022,1400,29,2
A001419,1,9,2017,1600,47,2
A001420,1,8,2016,2500,39,2
A001421,1,4,2004,1600,72,1
A001422,1,3,2010,1600,45,1
A001423,1,20,2006,2000,67,1
A001424,1,20,2015,1600,18,1
A001425,1,10,2006,2500,49,1
A001426,1,5,2004,1000,25,1
A001427,1,13,2010,1600,80,1
A001428,1,14,2006,1600,41,1
A001429,1,13,2020,2500,37,1
A001430,1,12,2020,1400,24,1
A001431,1,7,2013,1400,59,2
A001432,1,8,2018,1000,56,2
A001433,1,2,2013,1600,31,2
A001434,1,11,2004,2500,32,2
A001435,1,11,2022,2500,55,2
A001436,1,13,2005,1600,69,1
A001437,1,16,2018,1600,49,1
A001438,1,20,2020,2000,70,1
A001439,1,19,2021,2000,72,1
A001440,1,8,2005,2500,78,1
A001441,1,3,2021,1000,66,2
A001442,1,15,2005,1400,42,1
A001443,1,11,2014,1400,54,1
A001444,1,19,2011,2500,21,2
A001445,1,7,2008,1000,58,2
A001446,1,15,2020,2000,19,2
A001447,1,5,2008,2500,39,2
A001448,1,2,2021,1600,41,1
A001449,1,11,2016,1000,74,2
A001450,1,1,2011,1000,65,2
A001451,1,20,2014,2000,55,1
A001452,1,7,2012,1600,19,2
A001453,1,4,2014,1600,45,1
A001454,1,9,2012,2000,49,2
A001455,1,13,2004,2500,54,1
A001456,1,8,2016,1000,55,2
A001457,1,20,2013,1000,70,1
A001458,1,14,2012,1000,77,1
A001459,1,13,2012,2500,48,1
A001460,1,5,2010,1000,39,1
A001461,1,8,2022,1000,39,1
A001462,1,7,2008,1000,37,2
A001463,1,20,2014,1000,26,1
A001464,1,3,2023,1400,36,1
A001465,1,19,2006,1400,57,1
A001466,1,1,2020,1000,39,2
A001467,1,1,2012,2000,50,2
A001468,1,16,2004,1600,77,1
A001469,1,12,2020,1400,33,2
A001470,1,16,2018,2500,40,2
A001471,1,6,2012,1600,42,1
A001472,1,8,2019,1000,35,1
A001473,1,3,2023,1600,35,1
A001474,1,11,2017,1600,51,2
A001475,1,1,2008,2500,39,1
A001476,1,20,2011,1000,39,2
A001477,1,10,2023,1400,51,1
A001478,1,15,2009,2500,44,1
A001479,1,1,2017,1600,66,1
A001480,1,6,2019,2000,26,2
A001481,1,17,2013,2500,19,1
A001482,1,8,2010,2000,58,1
A001483,1,6,2007,2500,35,2
A001484,1,10,2018,1400,47,1
A001485,1,11,2020,1600,58,2
A001486,1,9,2023,2000,62,2
A001487,1,4,2019,1600,34,2
A001488,1,12,2008,2500,43,2
A001489,1,9,2011,2000,36,2
A001490,1,4,2022,1000,63,2
A001491,1,13,2023,2000,67,1
A001492,1,20,2007,1400,58,2
A001493,1,9,2020,1400,45,1
A001494,1,4,2017,2000,38,2
A001495,1,11,2020,1000,73,2
A001496,1,17,2021,2000,40,2
A001497,1,11,2012,2000,77,2
A001498,1,14,2010,1600,37,2
A001499,1,4,2007,1000,66,1
A001500,1,6,2008,2000,71,1
A001501,1,18,2020,1400,60,1
A001502,1,6,2010,2500,71,1
A001503,1,1,2018,2000,48,1
A001504,1,10,2010,1600,63,2
A001505,1,8,2010,1600,51,1
A001506,1,7,2006,1000,77,2
A001507,1,19,2013,2500,33,1
A001508,1,6,2007,2500,47,2
A001509,1,11,2017,2000,19,1
A001510,1,12,2020,1600,73,2
A001511,1,7,2006,2500,28,2
A001512,1,16,2023,1400,20,2
A001513,1,2,2018,1400,34,1
A001514,1,19,2010,1400,76,2
A001515,1,14,2023,2500,76,2
A001516,1,16,2022,1400,47,1
A001517,1,5,2014,2000,28,1
A001518,1,4,2015,1000,25,1
A001519,1,15,2020,2500,22,1
A001520,1,15,2023,2500,59,2
A001521,1,9,2005,2500,72,1
A001522,1,3,2023,1400,53,1
A001523,1,11,2005,2000,31,1
A001524,1,3,2004,2500,50,1
A001525,1,20,2022,1600,58,1
A001526,1,6,2022,1600,64,2
A001527,1,19,2011,2500,46,1
A001528,1,13,2012,1600,62,1
A001529,1,8,2005,1400,23,1
A001530,1,13,2022,1400,72,1
A001531,1,1,2006,1400,48,2
A001532,1,12,2005,1000,63,1
A001533,1,20,2022,1400,39,2
A001534,1,20,2017,2500,64,1
A001535,1,13,2023,1000,48,1
A001536,1,9,2007,1400,60,2
A001537,1,1,2010,1000,23,1
A001538,1,20,2013,2000,51,2
A001539,1,18,2022,2500,54,1
A001540,1,2,2023,1000,26,1
A001541,1,16,2018,1000,79,1
A001542,1,3,2018,1000,38,2
A001543,1,9,2015,2000,78,1
